-0.006192,-0.88009,0.524,0.024587,0.015733,-0.017171,1.0328,0.4825,0.083903,0.11899,0.089814,0.69597,0.19027,0.20246,0.10786,0.57164,0.083572,0.88799,0.53154,0.69175,0.18965,0.20184,1.0383,0.74513,0.0070398,0.014158,0.0080665,0.48437,0.036201,0.04099,0.011633,0.32677,-1.9871,-1.7919,-1.919,-1.6189,1.3299,-0.69781,1.0443,2.6635,10.311,8.4821,7.7682,9.1642,12.927,9.9334,9.2136,10.97,0.31081,0.52703,0.37838,0.35135,0.35135,0.33784,0.51351,0.10811
0.015737,-0.88466,0.51967,0.0558,0.0026733,-0.025481,1.0407,0.72373,0.094251,0.17601,0.15164,0.98443,0.16184,0.19079,0.17973,0.71038,0.094934,0.90177,0.54106,0.97943,0.16078,0.19122,1.0559,1.0108,0.0088832,0.030978,0.022994,0.96909,0.026192,0.036402,0.032304,0.50464,2.5473,-2.8603,-1.3161,-0.88207,1.5849,0.01791,3.6409,1.9904,18.41,17.368,5.8753,5.8457,10.195,6.2039,25.673,6.7981,0.43243,0.47297,0.27027,0.35135,0.32432,0.35135,0.47297,0.18919
-0.0064053,-0.84056,0.58332,0.010797,0.0096453,-0.023319,1.0288,0.29346,0.060519,0.11706,0.075814,0.44642,0.098472,0.1151,0.10615,0.3684,0.060454,0.84856,0.58816,0.44357,0.098287,0.11668,1.0342,0.46907,0.0036625,0.013704,0.0057477,0.19929,0.0096967,0.013247,0.011269,0.13572,-2.7169,-3.683,-3.7076,-1.4754,2.7077,-1.9414,3.47,2.7693,15.938,25.461,20.33,10.06,21.919,14.408,27.916,12.119,0.35135,0.59459,0.40541,0.35135,0.40541,0.37838,0.56757,0.21622
0.0046027,-0.85219,0.55189,0.099329,0.010104,-0.036935,1.0291,0.68194,0.081756,0.13229,0.1188,0.93704,0.13724,0.12767,0.097931,0.67329,0.081339,0.86226,0.56436,0.93605,0.13669,0.13208,1.0337,0.95516,0.006684,0.0175,0.014114,0.87803,0.018834,0.016299,0.0095906,0.45332,-0.39451,-0.3659,-1.9382,-0.56199,1.4503,-0.49787,0.40317,2.2304,12.127,5.1709,7.498,6.3664,8.7218,5.6659,4.8876,8.1674,0.37838,0.51351,0.35135,0.32432,0.37838,0.35135,0.55405,0.35135
-0.061231,-0.88834,0.50421,-0.022716,0.060233,-0.029177,1.0287,0.45199,0.050945,0.060574,0.078105,0.56526,0.24025,0.13794,0.034251,0.44077,0.079435,0.89038,0.51014,0.56194,0.24613,0.14009,1.0292,0.62927,0.0025953,0.0036693,0.0061004,0.31952,0.057722,0.019026,0.0011731,0.19428,-1.3313,0.22831,-1.9553,-0.78151,1.1483,-1.0402,-1.0062,1.9346,7.4699,4.173,9.1866,5.0272,8.2649,5.4948,4.873,6.6843,0.2973,0.47297,0.32432,0.32432,0.2973,0.37838,0.56757,0.2027
-0.092999,-0.87719,0.52004,0.035341,0.018647,-0.027147,1.0259,0.2561,0.037987,0.04865,0.038305,0.26722,0.092196,0.099582,0.036583,0.16035,0.10036,0.87852,0.52143,0.26777,0.093458,0.10257,1.0265,0.30159,0.001443,0.0023668,0.0014673,0.071404,0.0085001,0.0099165,0.0013384,0.025712,0.043454,-0.37272,-0.36078,0.24594,0.45584,-0.57519,-0.4999,1.2652,2.8958,2.8296,3.0709,3.414,3.123,4.1821,4.2546,4.9612,0.54054,0.39189,0.44595,0.39189,0.41892,0.43243,0.40541,0.40541
-0.086305,-0.87704,0.5322,0.0057787,-0.006016,-0.0502,1.0368,0.34556,0.093903,0.10925,0.078047,0.4536,0.11966,0.17006,0.10801,0.36138,0.12708,0.88373,0.53781,0.4506,0.11901,0.17622,1.0423,0.49826,0.0088177,0.011936,0.0060913,0.20575,0.014319,0.02892,0.011667,0.13059,3.5158,-3.3536,-1.2088,-1.8901,-2.1945,-2.198,3.7311,2.5948,26.958,18.606,7.4265,9.8807,10.037,10.725,25.34,11.198,0.18919,0.44595,0.58108,0.40541,0.39189,0.39189,0.40541,0.18919
-0.022175,-0.8526,0.56451,0.013343,-0.0056333,-0.027625,1.0269,0.33678,0.032,0.07958,0.069594,0.51115,0.08238,0.10955,0.061225,0.40755,0.038757,0.85626,0.56873,0.50791,0.082023,0.11227,1.0287,0.52659,0.001024,0.0063329,0.0048433,0.26128,0.0067865,0.012001,0.0037485,0.1661,-0.17746,-1.7606,-1.163,0.31431,-2.0845,-0.36814,0.54986,2.5053,10.045,9.3776,5.8532,9.003,13.102,13.16,10.039,10.441,0.27027,0.41892,0.28378,0.39189,0.39189,0.37838,0.47297,0.25676
-0.064209,-0.85088,0.57591,0.047063,0.039244,-0.026063,1.0316,0.24663,0.040851,0.057569,0.041872,0.25542,0.13938,0.082994,0.047565,0.18547,0.075956,0.8528,0.57741,0.25804,0.14391,0.08646,1.0327,0.30784,0.0016688,0.0033142,0.0017533,0.065238,0.019428,0.006888,0.0022624,0.0344,-0.1836,0.095321,0.59478,0.52716,3.2454,0.88931,0.84459,1.3565,2.8939,2.8489,4.198,3.4497,15.798,5.8489,4.4788,4.5856,0.39189,0.37838,0.48649,0.37838,0.36486,0.39189,0.45946,0.43243
-0.05548,-0.84377,0.54722,0.077785,-0.23023,0.068781,1.0219,0.64714,0.11515,0.11071,0.10858,0.75527,0.63519,0.48798,0.084246,0.92315,0.12712,0.8509,0.55774,0.75424,0.67163,0.48957,1.0253,1.1223,0.013259,0.012257,0.011789,0.57043,0.40346,0.23812,0.0070974,0.85221,0.98209,-1.6577,-0.77273,0.13147,-2.9129,2.4734,1.8355,2.4257,8.3346,8.2268,2.5093,9.569,10.679,10.153,14.346,8.4038,0.17568,0.31081,0.094595,0.44595,0.027027,0.22973,0.40541,0.10811
-0.012599,-0.89338,0.45943,0.025181,0.012125,-0.018477,1.0139,0.38644,0.07348,0.12773,0.1021,0.4392,0.15202,0.25648,0.11545,0.36273,0.074068,0.90234,0.47049,0.43699,0.15149,0.25543,1.0203,0.52835,0.0053994,0.016314,0.010425,0.1929,0.023112,0.06578,0.013328,0.13157,2.7926,0.10366,-2.4829,-0.95216,0.61836,-0.19643,-0.3686,2.3168,23.59,5.8456,12.519,7.1014,9.3069,10.876,5.7718,9.7826,0.31081,0.5,0.39189,0.37838,0.37838,0.35135,0.45946,0.32432
-0.046375,-0.87712,0.52238,0.032336,0.017403,-0.0346,1.0283,0.39491,0.081965,0.07858,0.076107,0.55781,0.12268,0.1417,0.074202,0.4368,0.093697,0.88059,0.52782,0.55502,0.1231,0.14494,1.0309,0.58669,0.0067182,0.0061749,0.0057923,0.31115,0.015051,0.020079,0.0055059,0.1908,0.8937,-2.4114,-2.5199,-1.827,-0.095783,-1.0604,1.8489,3.2565,9.9519,14.448,10.499,12.45,3.0404,4.9795,16.477,15.792,0.45946,0.52703,0.45946,0.36486,0.39189,0.35135,0.60811,0.16216
