22,1,10.3,8,71.91,35.471,1258.2,79.892,2.3235,5.3549,0.48561,1.0642,2.3732,5.4586,0.23582,1.1325,0.12,0.005623,1.7843,1.8425,0.071429,0.071429,0.98285,0.36328,0.011213,0.22618,0.98292,0.42782,0.00012573,0.051159,2.4657,0.92214,10.674,3.3415,0.10591,0.16904,0.70956,0.37214,0.17484,0.66063,0.03057,0.43643,0.73079,0.75823,2.0588,4.8515,1.3729,2.1534,1.885,4.6372,2.4744,5.3077,1.7313,0.65053,0.11966,0.90533,0.014319,0.81962,1.7355,1.1148,4.4898,6.9046,1.3818,2.0489,1.9095,4.1979,4.6973,7.2018,0.54282,3.0926,0.37481,0.84885,0.14049,0.72055,0.6595,3.2068,0
13,2,6.6284,6,42.121,34.729,1206.1,54.181,1.7938,4.5071,0.22023,0.66699,1.8071,4.5556,0.0485,0.44487,1.102,0.48063,4.8208,3.6919,0.2381,0.19048,0.98019,0.20844,0.0027635,0.11683,0.9802,0.23889,7.6371e-06,0.01365,14.353,1.5266,207,7.2658,0.007177,0.30622,0.71733,0.21448,0.16808,0.48479,0.028251,0.23503,0.73676,0.53012,1.4738,4.0493,1.1523,2.0473,1.3279,4.1915,1.8706,4.5372,1.7196,0.38274,0.12422,0.70237,0.01543,0.49332,1.7241,0.79984,4.2046,7.1263,1.0435,1.9154,1.089,3.6686,4.332,7.3789,0.57052,2.7677,0.40857,1.2675,0.16693,1.6066,0.70156,3.0437,0
6,1,4.1354,4,20.25,33.505,1122.6,38.614,1.6261,4.1834,0.084687,0.33149,1.6281,4.1949,0.0071719,0.10988,0.86818,-0.10748,3.4165,1.555,0.625,0.25,0.98,0.1739,3.372e-16,0.067523,0.98,0.18625,1.1371e-31,0.0045594,1,0.79635,1,3.9314,0,0.41463,0.71079,0.17913,0.16768,0.43985,0.028115,0.19347,0.7303,0.47492,1.1985,3.727,1.0283,2.0065,1.0573,4.026,1.5774,4.2303,1.7119,0.30257,0.11231,0.59878,0.012614,0.35853,1.7155,0.67057,1.5705,3.0938,1.0953,2.2702,1.1997,5.154,1.9143,3.8364,0.21058,0.95446,0.18273,0.97624,0.033392,0.95305,0.27872,1.3648,1
12,0,6.6444,6,36.7,35.852,1285.4,50.839,1.7239,4.4404,0.1848,0.53044,1.7336,4.4713,0.034149,0.28137,-0.27817,-0.75149,2.291,3.6526,0.45455,0.43182,0.98,0.17949,3.2271e-15,0.08139,0.98,0.197,1.0414e-29,0.0066244,1,0.50266,1,2.9531,0,0.27315,0.71054,0.19162,0.16953,0.42728,0.028741,0.18257,0.73048,0.46828,1.4342,4.0235,1.0557,2.02,1.1145,4.0805,1.7805,4.5016,1.7174,0.33939,0.11772,0.60616,0.013858,0.36743,1.7214,0.69464,3.048,6.0435,1.09,2.0082,1.1882,4.0329,3.2368,6.3679,0.39906,1.7287,0.28846,0.95112,0.08321,0.90463,0.49228,1.9728,2
16,0,6.9616,2,43.925,34.424,1185,55.452,1.8146,4.1979,0.20859,0.55033,1.8265,4.2337,0.043509,0.30286,0.02488,-0.10328,2.8481,2.91,0.23977,0.23977,0.98014,0.1708,0.0023666,0.079537,0.98014,0.18839,5.6009e-06,0.0063261,16.793,0.82344,283,3.8308,0.0070175,0.26901,0.81594,0.1675,0.23361,0.40376,0.054574,0.16302,0.84872,0.43712,1.3244,3.69,1.1177,2.1494,1.2492,4.6198,1.7329,4.2702,1.745,0.30467,0.10968,0.58774,0.01203,0.34544,1.7484,0.662,6.2116,11.784,1.3897,2.9581,1.9312,8.7505,6.365,12.149,0.79668,2.9733,0.50931,0.68403,0.25939,0.4679,0.94541,3.0509,1
13,0,7.024,7,43.366,34.762,1208.4,55.174,1.6214,4.0022,0.2199,0.54486,1.6361,4.0388,0.048356,0.29687,0.59817,0.21185,3.1235,2.4926,0.31313,0.28283,0.98024,0.15829,0.0030983,0.088366,0.98025,0.18124,9.5998e-06,0.0078085,12.767,0.95381,164.01,3.7097,0.012048,0.23092,0.71036,0.16142,0.16631,0.40949,0.02766,0.16768,0.72957,0.44016,1.2209,3.4669,1.0437,2.0426,1.0894,4.1723,1.6061,4.0236,1.7271,0.27195,0.1218,0.57482,0.014835,0.33042,1.7313,0.63588,4.4463,8.8115,1.2511,2.1334,1.5652,4.5515,4.6187,9.0657,0.61811,2.4032,0.43526,0.86568,0.18945,0.74939,0.7558,2.5542,1
12,3,6.425,3,36.392,37.713,1422.2,51.903,1.5522,3.854,0.1489,0.43694,1.5592,3.8782,0.022172,0.19092,0.27941,0.2277,2.4275,2.4321,0.33333,0.40351,0.98,0.1433,2.7805e-15,0.072858,0.98,0.1607,7.7311e-30,0.0053083,1,1.1214,1,4.8388,0,0.31206,0.71627,0.14332,0.167,0.38469,0.027888,0.14798,0.73548,0.41052,1.1408,3.334,0.964,1.9739,0.92929,3.8964,1.4933,3.8741,1.7238,0.24493,0.11576,0.54198,0.0134,0.29374,1.7277,0.59471,3.2809,6.109,1.1389,2.0224,1.2971,4.0903,3.4727,6.4346,0.44037,1.6346,0.32268,0.76159,0.10412,0.58001,0.54581,1.8031,1
6,1,4.1354,4,20.25,33.505,1122.6,38.614,1.6261,4.1834,0.084687,0.33149,1.6281,4.1949,0.0071719,0.10988,0.86818,-0.10748,3.4165,1.555,0.625,0.25,0.98,0.1739,3.372e-16,0.067523,0.98,0.18625,1.1371e-31,0.0045594,1,0.79635,1,3.9314,0,0.41463,0.71079,0.17913,0.16768,0.43985,0.028115,0.19347,0.7303,0.47492,1.1985,3.727,1.0283,2.0065,1.0573,4.026,1.5774,4.2303,1.7119,0.30257,0.11231,0.59878,0.012614,0.35853,1.7155,0.67057,1.5705,3.0938,1.0953,2.2702,1.1997,5.154,1.9143,3.8364,0.21058,0.95446,0.18273,0.97624,0.033392,0.95305,0.27872,1.3648,1
11,0,4.7563,5,26.964,29.872,892.36,39.871,1.8942,4.3383,0.16884,0.47101,1.9016,4.3635,0.028507,0.22185,0.24506,0.45332,3.3605,3.0333,0.31395,0.26744,0.98028,0.18272,0.0033333,0.083131,0.98028,0.2007,1.1111e-05,0.0069108,11.847,0.96782,141.34,4.0765,0.013953,0.29535,0.80446,0.17471,0.22792,0.40637,0.051947,0.16513,0.83612,0.44233,1.4498,3.8439,1.1154,2.1313,1.244,4.5425,1.829,4.395,1.7428,0.32389,0.12065,0.6077,0.014556,0.36929,1.747,0.68859,4.4457,8.692,1.0924,2.1154,1.1933,4.4747,4.5778,8.9454,0.6495,2.7247,0.4148,1.3972,0.17206,1.952,0.77053,3.0617,2
11,0,4.7563,5,26.964,29.872,892.36,39.871,1.8942,4.3383,0.16884,0.47101,1.9016,4.3635,0.028507,0.22185,0.24506,0.45332,3.3605,3.0333,0.31395,0.26744,0.98028,0.18272,0.0033333,0.083131,0.98028,0.2007,1.1111e-05,0.0069108,11.847,0.96782,141.34,4.0765,0.013953,0.29535,0.80446,0.17471,0.22792,0.40637,0.051947,0.16513,0.83612,0.44233,1.4498,3.8439,1.1154,2.1313,1.244,4.5425,1.829,4.395,1.7428,0.32389,0.12065,0.6077,0.014556,0.36929,1.747,0.68859,4.4457,8.692,1.0924,2.1154,1.1933,4.4747,4.5778,8.9454,0.6495,2.7247,0.4148,1.3972,0.17206,1.952,0.77053,3.0617,2
11,0,4.7563,5,26.964,29.872,892.36,39.871,1.8942,4.3383,0.16884,0.47101,1.9016,4.3635,0.028507,0.22185,0.24506,0.45332,3.3605,3.0333,0.31395,0.26744,0.98028,0.18272,0.0033333,0.083131,0.98028,0.2007,1.1111e-05,0.0069108,11.847,0.96782,141.34,4.0765,0.013953,0.29535,0.80446,0.17471,0.22792,0.40637,0.051947,0.16513,0.83612,0.44233,1.4498,3.8439,1.1154,2.1313,1.244,4.5425,1.829,4.395,1.7428,0.32389,0.12065,0.6077,0.014556,0.36929,1.747,0.68859,4.4457,8.692,1.0924,2.1154,1.1933,4.4747,4.5778,8.9454,0.6495,2.7247,0.4148,1.3972,0.17206,1.952,0.77053,3.0617,2
12,0,6.6444,6,36.7,35.852,1285.4,50.839,1.7239,4.4404,0.1848,0.53044,1.7336,4.4713,0.034149,0.28137,-0.27817,-0.75149,2.291,3.6526,0.45455,0.43182,0.98,0.17949,3.2271e-15,0.08139,0.98,0.197,1.0414e-29,0.0066244,1,0.50266,1,2.9531,0,0.27315,0.71054,0.19162,0.16953,0.42728,0.028741,0.18257,0.73048,0.46828,1.4342,4.0235,1.0557,2.02,1.1145,4.0805,1.7805,4.5016,1.7174,0.33939,0.11772,0.60616,0.013858,0.36743,1.7214,0.69464,3.048,6.0435,1.09,2.0082,1.1882,4.0329,3.2368,6.3679,0.39906,1.7287,0.28846,0.95112,0.08321,0.90463,0.49228,1.9728,2
12,0,6.6444,6,36.7,35.852,1285.4,50.839,1.7239,4.4404,0.1848,0.53044,1.7336,4.4713,0.034149,0.28137,-0.27817,-0.75149,2.291,3.6526,0.45455,0.43182,0.98,0.17949,3.2271e-15,0.08139,0.98,0.197,1.0414e-29,0.0066244,1,0.50266,1,2.9531,0,0.27315,0.71054,0.19162,0.16953,0.42728,0.028741,0.18257,0.73048,0.46828,1.4342,4.0235,1.0557,2.02,1.1145,4.0805,1.7805,4.5016,1.7174,0.33939,0.11772,0.60616,0.013858,0.36743,1.7214,0.69464,3.048,6.0435,1.09,2.0082,1.1882,4.0329,3.2368,6.3679,0.39906,1.7287,0.28846,0.95112,0.08321,0.90463,0.49228,1.9728,2
12,0,6.6444,6,36.7,35.852,1285.4,50.839,1.7239,4.4404,0.1848,0.53044,1.7336,4.4713,0.034149,0.28137,-0.27817,-0.75149,2.291,3.6526,0.45455,0.43182,0.98,0.17949,3.2271e-15,0.08139,0.98,0.197,1.0414e-29,0.0066244,1,0.50266,1,2.9531,0,0.27315,0.71054,0.19162,0.16953,0.42728,0.028741,0.18257,0.73048,0.46828,1.4342,4.0235,1.0557,2.02,1.1145,4.0805,1.7805,4.5016,1.7174,0.33939,0.11772,0.60616,0.013858,0.36743,1.7214,0.69464,3.048,6.0435,1.09,2.0082,1.1882,4.0329,3.2368,6.3679,0.39906,1.7287,0.28846,0.95112,0.08321,0.90463,0.49228,1.9728,2
